website,emails,phone_numbers,Contact_pages,Legal_pages,AboutUs_pages,candidate_description
https://climasenergy.com/,{'mb@climasenergy.com'},{'+4591534141'},"['https://climasenergy.com/contact/', 'https://climasenergy.com/contact/collaboration-and-invesore/', 'https://climasenergy.com/contact/csr-strategy-and-kpi/']",[],['https://climasenergy.com/about/'],We´re a next-generation
https://thebamandboo.com/,"{'info@thebamandboo.com', 'contact@lisbonmarketingunited.com', 'retail@thebamandboo.com'}",,['https://thebamandboo.com//pages/contact-us'],['https://thebamandboo.com//pages/terms-policies'],['https://thebamandboo.com/pages/about-us'],Bamboo Toothbrush Bam&Boo
https://customiseme.dk/,,,[],[],[],CREATE YOUR SOAP
https://simreka.com/,"{'20hello@simreka.com', 'hello@simreka.com', 'HELLO@SIMREKA.COM', 'info@simreka.com'}","{'+31308080139', '+4915145084654', '+917892219428'}","['https://simreka.com///simreka.com/contact/', 'https://simreka.com/contact/']",['https://simreka.com/privacy-policy/'],['https://simreka.com/about-us/'],WHY USE SIMREKA
https://www.doghammer.de/,"{'service@doghammer.de', 'service@quotatis.de', 'team@doghammer.de'}","{'+0491781808616', '+4917818616', '+4980317968736', '+4901781808616', '+4908031'}","['https://www.doghammer.de/impressum', 'https://www.doghammer.de/kontaktformular', 'https://www.doghammer.de/en/contact']","['https://www.doghammer.de/datenschutz', 'https://www.doghammer.de/en/terms-conditions', 'https://www.doghammer.de/en/privacy-policy']",[],Nachhaltige Schuhe aus Kork
https://www.demkip.dk/,,,[],[],[],"“To create extraordinary and change the world, don’t bet on the ones going ”by the book” , looking and doing like everyone else“"
https://www.budge-app.com/,,,['https://www.budge-app.com/contact'],['https://www.budge-app.com/privacy'],"['https://www.budge-app.com/mission', 'https://www.budge-app.com/about']",Challenge Dich & Dein Umfeld mit Budge
https://www.ffs.co.uk/,"{'info@ffs.co.uk', 'cancel@ffs.co.uk'}","{'09390238', '01543648044', '034540405'}",['https://www.ffs.co.uk//pages/contact-us'],"['https://www.ffs.co.uk//pages/terms-of-supply', 'https://www.ffs.co.uk//pages/privacy-policy', 'https://www.ffs.co.uk//policies/privacy-policy', 'https://www.ffs.co.uk/privacy-policy', 'https://www.ffs.co.uk//pages/terms-of-use']",['https://www.ffs.co.uk//pages/about-us'],FREE delivery when you subscribe or when you spend over £25
https://hyjack.tech/,"{'kobayashi@hyjack.tech', 'martinez@hyjack.tech', 'contact@hyjack.tech', 'ibrahim@hyjack.tech', 'liedes@hyjack.tech'}","{'42476141900045', '10069020'}",[],"['https://hyjack.tech/privacy', 'https://hyjack.tech/legals']",['https://hyjack.tech/about'],We are supported by :
https://betterfish.de/,{'hello@bettafish.co'},{'+490178'},['https://betterfish.de/impressum'],[],[],
https://glasbote.com/,{'info@glasbote.com'},{'+490176'},"['https://glasbote.com/contact/', 'https://glasbote.com/impressum/']",['https://glasbote.com/datenschutzerklaerung/'],[],Glass leer? Kein Problem!
https://taxymatch.com/fr,{'team@taxymatch.com'},,[],['https://taxymatch.com/fr/fr/politique-de-confidentialite'],['https://taxymatch.com/fr/fr/entreprises-et-collectivites-societe-a-mission'],Des trajets partagés
https://www.decibel.live/,,,[],[],[],TÉLÉCHARGER FRANCE COULEURS IDIR GRATUITEMENT
https://agrodronegroup.ru/,,,[],[],[],
https://myzun.de/,{'info@myzun.de'},{'+4961035096868'},"['https://myzun.de/impressum/', 'https://myzun.de/kontakt/']",['https://myzun.de/datenschutz/'],[],Werden Sie unabhängig mit den myzun Stromspeichern
https://www.onego.bio/,"{'huomo@vtt.fi', 'hello@onego.bio'}",{'+358440593313'},['https://www.onego.bio//contact'],[],[],"For us, smart protein is a piece of cake."
https://kriim.com/,"{'distribucion@kriim.com', 'info@kriim.com'}","{'+34934104644', '+349354611'}","['https://kriim.com//pages/contacto', 'https://kriim.com//en/pages/contacto']","['https://kriim.com/pages/politica-de-privacidad-y-cookies', 'https://kriim.com//en/pages/politica-de-privacidad-y-cookies']","['https://kriim.com//pages/quienes-somos', 'https://kriim.com//en/pages/quienes-somos']",Tu carrito de compra
https://www.wts-online.eu/,,{'+4915118947012'},"['https://www.wts-online.eu//kontakt/', 'https://www.wts-online.eu//impressum/', 'https://www.wts-online.eu//en/contact/']","['https://www.wts-online.eu//datenschutz/', 'https://www.wts-online.eu//en/privacy-policy/', 'https://www.wts-online.eu//privacy-policy']",['https://www.wts-online.eu//en/about-us/'], Add Efficiency to your turbine 
https://en.assetta.de/,{'support@assetta.de'},,"['https://en.assetta.de/kontakt', 'https://en.assetta.de/impressum']",['https://en.assetta.de/datenschutz'],[],The Assetta Tailoring Service
https://www.verdox.com/,"{'hr@verdox.com', 'info@verdox.com'}",,['https://www.verdox.com//contact-us'],['https://www.verdox.com//privacy'],[],The missing piece in the planet’s resistance.
https://connectedyou.io/,"{'sales@connectedyou.io', 'info@connectedyou.io', 'partners@connectedyou.io', 'hiring@connectedyou.io'}",,['https://connectedyou.io/contact-us/'],['https://connectedyou.io/privacy-policy/'],"['https://connectedyou.io/who-we-are/#about', 'https://connectedyou.io/who-we-are/#locations', 'https://connectedyou.io/who-we-are/#team', 'https://connectedyou.io/who-we-are/']",4 pillar approach
https://aldousbio.com/,"{'INFO@ALDOUSBIO.COM', 'info@Aldousbio.com', 'info@AldousBio.com', 'info@aldousbio.com', 'INO@ALDOUSBIO.COM', 'info@Aldousbio.com.El'}",{'3716431'},['https://aldousbio.com//pages/contacto'],"['https://aldousbio.com//pages/aviso-legal', 'https://aldousbio.com//pages/bases-legales-de-participacion-en-el-sorteo', 'https://aldousbio.com//policies/terms-of-service']",['https://aldousbio.com//pages/about'],"
                  El Planeta Necesita Consumidores Responsables ¿Te Unes?
                "
https://www.pharm2farm.org/,{'info@pharm2farm.org'},{'+4403333580478'},[],[],[],Pharm2Farm has unique global access to specific process IP that creates distinct nano-application advantages through
https://www.bestgreen.dk/,"{'GDPR@bestgreen.dk', 'kontakt@bestgreen.dk'}","{'+4569153999', '+4541772465'}",[],[],[],Denne hjemmeside bruger cookies
https://getswitch.io/,{'forte@getswitch.io'},,[],['https://getswitch.io///www.iubenda.com/privacy-policy/48430968/cookie-policy?an=no&amp;s_ck=false&amp;newmarkup=yes'],[],Relocate the mobility force
https://www.agvolution.com/,{'contact@agvolution.com'},{'+490551'},['https://www.agvolution.com//impressum'],"['https://www.agvolution.com//datenschutz', 'https://www.agvolution.com//en/privacy', 'https://www.agvolution.com//en/legal']",[],➜ We are hiring! 
https://voltwall.constantcontactsites.com/,"{'aldo@voltWALL.com', 'utilitytrials@voltWALL.com', 'aldo@voltwall.com', 'installers@voltWALL.com'}",,"['https://voltwall.constantcontactsites.com//xblade', 'https://voltwall.constantcontactsites.com//installers', 'https://voltwall.constantcontactsites.com//signature', 'https://voltwall.constantcontactsites.com//industrial', 'https://voltwall.constantcontactsites.com//partners', 'https://voltwall.constantcontactsites.com//contact-us', 'https://voltwall.constantcontactsites.com//store', 'https://voltwall.constantcontactsites.com//blog-news']",[],[],
https://coyotecannabisco.com/,{'contact@coyotecannabisco.com'},,['https://coyotecannabisco.com/contact/'],[],['https://coyotecannabisco.com/about/'],Craft Hash Rosin
https://valyuu.com/en,"{'merchant@valyuu.com', 'hello@valyuu.com'}",,['https://valyuu.com/en/en/over/contact'],"['https://valyuu.com/en/en/help/privacy', 'https://valyuu.com/en/help/privacy']",[],"
          Help the planet
        "
https://takewheels.com/,"{'stjohns@wheels.co', 'partners@wheels.co'}",,[],"['https://takewheels.com/terms-of-service/', 'https://takewheels.com/privacy-policy/']",['https://takewheels.com/about-us/'],The Plausibility of Being Everywhere
https://fotonow.ai/,"{'info@deutschdata.com', 'info@fotonow.ai', 'info@fotonow.com', 'ziesche@fotonow.ai'}",,['https://fotonow.ai/contact/'],[],['https://fotonow.ai/about-us/'],The next Generation of visual quality automation
https://www.climatecamp.io/,{'hello@climatecamp.io'},{'+32497449367'},['https://www.climatecamp.io//contact-us'],[],['https://www.climatecamp.io//about-us'],What's Your Pathway To 
https://www.unlimitedev.com/,,,[],[],[],Unlimited charge your ride
https://www.solarinspectron.ai/,{'info@solarinspectron.ai'},,[],['https://www.solarinspectron.ai//privacy'],[], The global PV capacity is growing... 
https://skoot.eco/,"{'uk@skootride.com', 'dpo@skootride.com', 'uk@skootrtide.com', 'help@skootride.com', 'help@SKOOT.eco', 'SKOOTPR@itsprettygreen.com'}","{'11982528', '3276045'}",[],"['https://skoot.eco/policies/privacy-policy', 'https://skoot.eco/policies/terms-of-service']","['https://skoot.eco//about', 'https://skoot.eco/about#Team']","Join the thousands who already use SKOOT to create a cleaner, greener world "
https://www.pavnext.com/,,,[],[],[],DATA TO TURN CITIES SMARTER
https://aroundrs.it/,"{'italia@gmail.com', 'hello@aroundrs.it', 'aroundrs@legalmail.it', 'hello@aroundrs.com', 'giulia@aroundrs.it', 'alberto@aroundrs.it', 'daniele@aroundrs.it'}",,['https://aroundrs.it/contatti/'],[],[],Zero Waste Lifestyle
https://www.finsu.co.uk/,,,[],[],[],
https://www.co2opt.com/,{'info@co2opt.com'},{'+4915152568294'},['https://www.co2opt.com/contact-us-2/'],[],"['https://www.co2opt.com/mission-profile/', 'https://www.co2opt.com/about-us/']",Optimized Tire Management
https://lionlocs.com/,{'info@lionlocs.com'},,['https://lionlocs.com//pages/contact-us'],"['https://lionlocs.com//policies/privacy-policy', 'https://lionlocs.com//policies/terms-of-service']",['https://lionlocs.com//pages/about-us'],Organic Loc Products
https://www.energiga.eu/,,,[],[],[],
https://www.pledge.io/,{'privacy@pledge.io'},"{'13236799', '383073200'}",[],"['https://www.pledge.io//privacy-policy', 'https://www.pledge.io//terms']",[],
https://www.altaii.com/,,,[],[],[],Error establishing a database connection
https://egico.pl/,,,[],[],[],Czym się zajmujemy?
https://ecothea.it/,"{'info@ecothea.it', 'ecothea@legalmail.it'}",,[],[],[],ECO Technology for Hybrid Electric Agriculture and Construction
https://www.airify.eu/,,,[],[],[],"Sensing air pollution, visible or invisible"
https://www.intergrid.it/,,,[],[],[],Smart social energy
https://elmodis.com/,{'elmodis@elmodis.com'},"{'+48531507668', '+48531507'}",['https://elmodis.com/contact-us/'],['https://elmodis.com/privacy-policy/'],['https://elmodis.com/about-us/'],We make industry smarter
https://www.emnandi.com/,{'info@emnandi.com'},{'+447375121237'},['https://www.emnandi.com/contact'],[],['https://www.emnandi.com/about'],WHAT IS POLY LACTIC ACID (PLA)?
https://www.lancey.fr/,{'contact@lancey.fr'},"{'0458003696', '0476213805', '821204955'}","['https://www.lancey.fr/contact/#professionnels', 'https://www.lancey.fr/contact/#particuliers', 'https://www.lancey.fr/contact/']","['https://www.lancey.fr/mentions-legales/', 'https://www.lancey.fr/politique-de-confidentialite/']",[],​BAILLEURS / PROMOTEURS
https://mx3d.com/,"{'projects@mx3d.com', 'press@mx3d.com', 'info@mx3d.com'}",{'+31207372450'},['https://mx3d.com/contact'],['https://mx3d.com/privacy-policy/'],['https://mx3d.com/company/about/'],Shimoda selects MX3D’s WAAM for Japan’s wind energy industry
https://www.thoughtsofseptember.com/,"{'hello@thoughtsofseptember.com', 'hell@thoughtsofseptember.com'}",{'+41775108725'},[],"['https://www.thoughtsofseptember.com//policies/legal-notice', 'https://www.thoughtsofseptember.com//policies/terms-of-service']",[],60 sizes and why this is so important for us
https://greengames.app/,{'team@greengames.app'},{'+393489851657'},"['https://greengames.app/contatti/', 'https://greengames.app/en/contatti/']","['https://greengames.app/our-privacy-policy-and-cookie-policy/', 'https://greengames.app/en/our-privacy-policy-and-cookie-policy/']",[],"
	Sviluppiamo videogiochi per l'educazione ambientale"
https://www.claviate.com/,,,[],[],[],
https://blackteamotorbikes.com/,{'hi@blackteamotorbikes.com'},{'+4915259649727'},['https://blackteamotorbikes.com//pages/kontakt'],"['https://blackteamotorbikes.com//policies/privacy-policy', 'https://blackteamotorbikes.com//policies/terms-of-service', 'https://blackteamotorbikes.com//policies/legal-notice']",[],Save up to 1.200 € on your Electric Motorcycle
https://carcel.co/,{'hey@carcel.co'},{'42293687'},['https://carcel.co//pages/contact'],"['https://carcel.co//pages/privacy', 'https://carcel.co//pages/terms-of-use']",[],STAY IN TOUCH
https://www.eupravnik.eu/,,,[],[],[],
https://www.grandipizza.com/,{'fabio@grandipizza.com'},{'03031231113'},[],['https://www.grandipizza.com/privacy-policy/'],[],
https://www.m-flowers.com/,,,[],[],[],
https://carbo-control.com/,{'info@novocarbo.com'},{'+49407407706'},['https://carbo-control.com/#contact'],"['https://carbo-control.com/privacy-policy/', 'https://carbo-control.com/terms-of-service/']",['https://carbo-control.com/carbocontrol-helps-metal-producer-decrease-emissions-increase-circularity/'],We help you to lower your companies carbon footprint with our negative emissions technology solutions.
https://wir-liefern-deine-fensterbank.de/,,{'340498889'},"['https://wir-liefern-deine-fensterbank.de/impressum', 'https://wir-liefern-deine-fensterbank.de/kontakt']",['https://wir-liefern-deine-fensterbank.de/datenschutz'],[],Fensterbänke   innen - Natur- & Kunststein
https://www.soleoecosolutions.com/,{'contact@soleoecosolutions.com'},,['https://www.soleoecosolutions.com//contact'],[],[],
https://www.nakpack.it/,{'hello@nakpack.com'},{'+390287168395'},[],['https://www.nakpack.it///www.iubenda.com/privacy-policy/17941906/cookie-policy?an=no&amp;s_ck=false&amp;newmarkup=yes'],[],Perché spedire con noi è così sicuro?
http://akwatyx.com/,,,[],[],"['http://akwatyx.com/about-us-2/testimonials/', 'http://akwatyx.com/about-us-2/partners/', 'http://akwatyx.com/about-us-2/', 'http://akwatyx.com/about-us-2/awards/']",Discover what solution fits best your aquatic activities
https://www.node.energy/,"{'info@node.energ', 'sales@node.energ', 'jobs@node.energ', 'datenschutz@dhpg.de'}","{'+4969999993981', '+4969999993980'}","['https://www.node.energy//kontakt', 'https://www.node.energy//impressum']",['https://www.node.energy/datenschutz'],[],So einfach ist Energie.
http://www.wmoove.com/,,,[],[],[],is available for sale!
https://recyclegeeks.pt/,,,[],[],[],O nosso impacto até agora:
https://carwatt.net/fr/accueil/,,,[],[],[],Contacts & information
https://www.powerup-tech.com/,,{'+3725036963'},['https://www.powerup-tech.com//contact'],"['https://www.powerup-tech.com//legal/terms-of-service', 'https://www.powerup-tech.com//legal/privacy-policy']",['https://www.powerup-tech.com//about'],"
					We provide clean energy solutions
				"
https://murfy.fr/,"{'bonjour@murfy.fr', 'help@murfy.fr', 'serviceclient@murfy.fr', 'personnelles@murfy.fr'}","{'09751803', '832233571', '0975180392'}",[],['https://murfy.fr//mentions-legales-cgu'],[],Prenez rendez-vous en ligne et nous intervenons chez vous en moins de 48h
https://woodie-milano.com/,"{'info@woodie.it', 'support@woodie.it'}",,['https://woodie-milano.com//pages/contact-us_2022'],"['https://woodie-milano.com//pages/privacy-policy', 'https://woodie-milano.com//policies/terms-of-service']",['https://woodie-milano.com//pages/about-us'],Chargers that are the ultimate desk set up accessory
https://markta.at/,"{'datenschutz@markta.at', 'office@markta.at', 'support@markta.at'}","{'+432711224', '+436763401922', '+432735', '+4365887616', '+436601105343', '+436641809575'}","['https://markta.at//i/kontakt', 'https://markta.at//i/impressum']",['https://markta.at//i/datenschutz'],[],Gutes aus deiner Nähe
https://www.doverenewables.co.uk/,,,[],[],[],About Dove Renewables
https://www.kulero.de/,"{'sales@kulero.de', 'email@beispiel.com', 'kontakt@kulero.de', 'schoening@kulero.de'}","{'+4915143420190', '+4955127071381', '+4955127071380', '+4915175864185'}","['https://www.kulero.de//pages/kontakt', 'https://www.kulero.de//pages/impressum']","['https://www.kulero.de//policies/privacy-policy', 'https://www.kulero.de//pages/datenschutz', 'https://www.kulero.de//policies/legal-notice']",['https://www.kulero.de//pages/unsere-werte-und-mission'],"Essbares Besteck -  Benutz mich, verputz mich"
https://www.highperformancebattery.ch/de/,{'info@highperformancebattery.ch'},,"['https://www.highperformancebattery.ch/de//de/impressum.php', 'https://www.highperformancebattery.ch/de//de/kontakt.php']",['https://www.highperformancebattery.ch/de//de/datenschutzerklaerung.php'],[],"Akkus, die halten"
https://winningfoods.nl/,"{'frederik@winningfoods.nl', 'floris@winningfoods.nl', 'Floris@winningfoods.nl', 'hello@winningfoods.nl', 'jef@winningfoods.nl'}",{'82537702'},[],['https://winningfoods.nl/privacy-policy/'],"['https://winningfoods.nl/mission/', 'https://winningfoods.nl/about/']",THE WINNING INGREDIENT
https://www.greencloudnine.com/info,{'info@greencloudnine.com'},,[],['https://www.greencloudnine.com/info//www.iubenda.com/privacy-policy/62223109/cookie-policy?an=no&amp;s_ck=false&amp;newmarkup=yes'],[],Our Dream & Purpose
https://www.wasteant.com/,{'info@wasteant.com'},{'+494212003182'},[],[],[],
https://sustainiq.com/,,,[],[],[],"Sustainability, ESG & business intelligence software that will change your world, for good"
https://scoutvision.de/?page_id=88&lang=en,{'info@scoutvision.de'},,[],[],[],We’re taking Seam Tracking to an affordable new level
https://www.solidwater.life/,"{'contact@solidwater.onlin', 'info@solidwater.life', 'info@solidwater.onlin'}",{'66211921'},['https://www.solidwater.life//pages/contact'],"['https://www.solidwater.life//pages/privacy-policy', 'https://www.solidwater.life//pages/terms-of-service']",['https://www.solidwater.life//pages/about-us'],Keeps plants hydrated
https://www.globalagrimonitor.org/,"{'info@gam.com', 'info@globalagrimonitor.org'}",{'+4901604334626'},"['https://www.globalagrimonitor.org/kontakt/', 'https://www.globalagrimonitor.org/impressum/']",['https://www.globalagrimonitor.org/datenschutz/'],[],Join our network & stay updated
